,0
50507,Austin Christian Academy
50508,Pearl Academy
50509,Welcome Home Child Care Center
50510,Tender Loving Care Learning Center
50511,Superior Christian Academy
50512,Kinder Care Learning Center #1200
50513,Kinder Care Learning Center #1245
50514,Community Connect Aft School A L Lewis
50515,Dye Clay Ymca P T-Clay Hill
50516,Young Hearts Child Development Center
50517,Kinder Care Learning Centers
50518,Childrenville Learning Center
50519,Kias Little Angels
50520,Little Bundles Of Joy Learning Center
50521,Timuquana Dc & Learning Center
50522,Little Miracles Early Learning
50523,Diamond In A Rough Learning Center
50524,Sanaa's Pre-School
50525,Pams Homelike Child Care
50526,A Gift From God Child Development Center
50527,Kidsmart Christian Learning Center
50528,Chappell Cdc
50529,Sunshine House
50530,Old Stanton Head Start
50531,Creative World Learning Center
50532,Austin Christian Academy
50533,Pearl Academy
50534,Welcome Home Child Care Center
50535,Tender Loving Care Learning Center
50536,Superior Christian Academy
50537,Kinder Care Learning Center #1200
50538,Kinder Care Learning Center #1245
50539,Community Connect Aft School A L Lewis
50540,Dye Clay Ymca P T-Clay Hill
50541,Young Hearts Child Development Center
50542,Kinder Care Learning Centers
50543,Childrenville Learning Center
50544,Kias Little Angels
50545,Little Bundles Of Joy Learning Center
50546,Timuquana Dc & Learning Center
50547,Little Miracles Early Learning
50548,Diamond In A Rough Learning Center
50549,Sanaa's Pre-School
50550,Pams Homelike Child Care
50551,A Gift From God Child Development Center
50552,Normandy Head Start
50553,Wonderland Learning Center Inc
50554,Top Notch Kids Learning Center
50555,Mount Zion Head Start
50556,Great Foundations Child Development Center
50557,Kidz N Kidz Academy
50558,Lil Nuggets Day Care Center Ii
50559,Little Angels Head Start
50560,Four Your Child Only Dc 4
50561,Fairway Oakes Head Start
50562,Gods Little People Christian Academy
50563,True Vine Childrens Center
50564,Innovative Learning Place
50565,Just Kids
50566,Lee Road Head Start
50567,Grunthal Head Start
50568,Brentwood Head Start
50569,Ne Springfield Head Start
50570,Primrose School-St Johns Forest
50571,Study To Show Learning Academy
50572,Peas In A Pod Learning Center
50573,Peaceful Beginnings Day Care
50574,Milestones Academy
50575,Merian Johnson Child Care Center
50576,Los Ninos Del Mundo Learning Academy
50577,Normandy Head Start
50578,Wonderland Learning Center Inc
50579,Top Notch Kids Learning Center
50580,Mount Zion Head Start
50581,Great Foundations Child Development Center
50582,Kidz N Kidz Academy
50583,Lil Nuggets Day Care Center Ii
50584,Little Angels Head Start
50585,Four Your Child Only Dc 4
50586,Fairway Oakes Head Start
50587,Gods Little People Christian Academy
50588,True Vine Childrens Center
50589,Innovative Learning Place
50590,Just Kids
50591,Lee Road Head Start
50592,Grunthal Head Start
50593,Brentwood Head Start
50594,Ne Springfield Head Start
50595,Primrose School-St Johns Forest
50596,Study To Show Learning Academy
50597,Peas In A Pod Learning Center
50598,Peaceful Beginnings Day Care
50599,Milestones Academy
50600,Merian Johnson Child Care Center
50601,Los Ninos Del Mundo Learning Academy
50602,Little Temples Child Care Center
50603,Little Feet Academy-Jacksonville
50604,Lil' Kings & Queens Castle Lc
50605,Leslie's Learning Land Dc
50606,Leslie's Angels Day Care
50607,Kidz N Company Early Learning Center
50608,Young Legends Child Care Center
50609,The Goddard School - Jacksonsonville
50610,Tempette Learning Academy
50611,Hogan Christian Pre-School
50612,Kharacter Kid Christian Acadc
50613,Hope Haven Children's Child Care Center
50614,Shands Head Start
50615,Genesis Christian Academy
50616,Gr Fields Christian Academy
50617,Francis Family Child Care Center
50618,Dayspring Christian Academy
50619,Crystie's New World Day Care
50620,Children Of Tomorrow Lc
50621,Chabad Lubavitch Dc-Southside
50622,Builder Of The Faith Christian Dc
50623,Brown's Unique Kids Day Care
50624,All The Little Children Ps
50625,A New Beginning Child Care Center
50626,Growing Minds Child Development Center
50627,Little Temples Child Care Center
50628,Little Feet Academy-Jacksonville
50629,Lil' Kings & Queens Castle Lc
50630,Leslie's Learning Land Dc
50631,Leslie's Angels Day Care
50632,Kidz N Company Early Learning Center
50633,Young Legends Child Care Center
50634,The Goddard School - Jacksonsonville
50635,Tempette Learning Academy
50636,Hogan Christian Pre-School
50637,Kharacter Kid Christian Acadc
50638,Hope Haven Children's Child Care Center
50639,Shands Head Start
50640,Genesis Christian Academy
50641,Gr Fields Christian Academy
50642,Francis Family Child Care Center
50643,Dayspring Christian Academy
50644,Crystie's New World Day Care
50645,Children Of Tomorrow Lc
50646,Chabad Lubavitch Dc-Southside
50647,Builder Of The Faith Christian Dc
50648,Brown's Unique Kids Day Care
50649,All The Little Children Ps
50650,A New Beginning Child Care Center
50651,Growing Minds Child Development Center
50652,Young World Child Care Center
50653,Young Kids In Motion Learning Academy
50654,Wright's Learning Academy
50655,Visionary Dreamers Of Today Lc
50656,T's Learning Center Iv
50657,T's Learning Center Iii
50658,T's Learning Center Ii
50659,T's Learning Center I
50660,Tonia's Precious Tots Child Care Center
50661,Tippee Toez Academy
50662,Young People Cdc & Lc
50663,Scholars Christian Academy
50664,Learning Ladder Child Development Center
50665,Learning Experience Child Care Center
50666,Kids World Child Care Center-Florida Nabl
50667,Cambridge Prep Pre-School
50668,Southside Baptist Karen Ps
50669,Small Beginnings Learning Cyt
50670,7th Generation Academy-Mandarin
50671,San Carlos Learning Center
50672,Round The Clock Child Care Center
50673,Ronelli's Academy
50674,Primrose School-Glen Kernan
50675,Precious Little Heart 24 Dcc
50676,Precious Angels Child Care Center & Lc
50677,Young World Child Care Center
50678,Young Kids In Motion Learning Academy
50679,Wright's Learning Academy
50680,Visionary Dreamers Of Today Lc
50681,T's Learning Center Iv
50682,T's Learning Center Iii
50683,T's Learning Center Ii
50684,T's Learning Center I
50685,Tonia's Precious Tots Child Care Center
50686,Tippee Toez Academy
50687,Young People Cdc & Lc
50688,Scholars Christian Academy
50689,Learning Ladder Child Development Center
50690,Learning Experience Child Care Center
50691,Kids World Child Care Center-Florida Nabl
50692,Cambridge Prep Pre-School
50693,Southside Baptist Karen Ps
50694,Small Beginnings Learning Cyt
50695,7th Generation Academy-Mandarin
50696,San Carlos Learning Center
50697,Round The Clock Child Care Center
50698,Ronelli's Academy
50699,Primrose School-Glen Kernan
50700,Precious Little Heart 24 Dcc
50701,Precious Angels Child Care Center & Lc
50702,Pooh & Friends Child Development Center 2
50703,Pokey's Angelic Christian Child Care Center
50704,Partners In Education Learning Center
50705,Parks Place Day Care & Lc
50706,Southpoint Early Learning Center
50707,Once Upon A Time Cdc
50708,Nanny's Little Angels Learning Center
50709,My First Step Learning Center Ii
50710,Mine Yours & Ours Child Care Center & Lc
50711,Lollipop Kids Learning Center
50712,Little Sts Child Care Center
50713,Little Royalty Learning Center
50714,Little Dove Day Care & Lc
50715,Little Disciples Christian Child Care Center Ii
50716,Little Britches Day Care
50717,Little Blessings Academy
50718,Lil' Sprouts Learning Center
50719,Lil Kings & Queens Academy Ii
50720,Lil Frenches Christian 24 Hr Lc
50721,Learning Time Academy
50722,Lang's Little Lambs Pre-School
50723,Lakewood United Methodist Ps
50724,Lakewood Presbyterian Ch Ps
50725,Lacore Christian Academy-Beaches
50726,La Escuelita Pre School
50727,Pooh & Friends Child Development Center 2
50728,Pokey's Angelic Christian Child Care Center
50729,Partners In Education Learning Center
50730,Parks Place Day Care & Lc
50731,Southpoint Early Learning Center
50732,Once Upon A Time Cdc
50733,Nanny's Little Angels Learning Center
50734,My First Step Learning Center Ii
50735,Mine Yours & Ours Child Care Center & Lc
50736,Lollipop Kids Learning Center
50737,Little Sts Child Care Center
50738,Little Royalty Learning Center
50739,Little Dove Day Care & Lc
50740,Little Disciples Christian Child Care Center Ii
50741,Little Britches Day Care
50742,Little Blessings Academy
50743,Lil' Sprouts Learning Center
50744,Lil Kings & Queens Academy Ii
50745,Lil Frenches Christian 24 Hr Lc
50746,Learning Time Academy
50747,Lang's Little Lambs Pre-School
50748,Lakewood United Methodist Ps
50749,Lakewood Presbyterian Ch Ps
50750,Lacore Christian Academy-Beaches
50751,La Escuelita Pre School
50752,La Core Christian Academy
50753,Kyra's Child Development Center
50754,Kirkwood Prsbytrn Ch Elc
50755,Kidz Klub Developmental Lc
50756,Kidz Courtyard Learning Center
50757,Kids Point Of View Learning Center
50758,Kids By The Hour I Day Care
50759,Kids By The Hour Ii Day Care
50760,Kid's Academy-Usa
50761,Juzt Kidz Learning Center
50762,Jsm Early Learning Enrich Center
50763,Jacksonville High School-Ft Caroline
50764,J & J Day Care & Learning Center
50765,Hodges Blvd Prsbytrn Ch Child Care Center
50766,His Kids Day Care & Learning Center
50767,Heaven Sent Day Care
50768,Happy Hands Christian Child Care Center
50769,Growing Minds Academy
50770,Graham Bears Child Care Center
50771,Precious Lambs Pre-School
50772,God's Lil Angels Christian Academy
50773,God's Kingdom Academy
50774,Gifts From Above Child Care Center
50775,Future Leaders Early Learning Academy
50776,Ft Caroline Christian Pre-K
50777,La Core Christian Academy
50778,Kyra's Child Development Center
50779,Kirkwood Prsbytrn Ch Elc
50780,Kidz Klub Developmental Lc
50781,Kidz Courtyard Learning Center
50782,Kids Point Of View Learning Center
50783,Kids By The Hour I Day Care
50784,Kids By The Hour Ii Day Care
50785,Kid's Academy-Usa
50786,Juzt Kidz Learning Center
50787,Jsm Early Learning Enrich Center
50788,Jacksonville High School-Ft Caroline
50789,J & J Day Care & Learning Center
50790,Hodges Blvd Prsbytrn Ch Child Care Center
50791,His Kids Day Care & Learning Center
50792,Heaven Sent Day Care
50793,Happy Hands Christian Child Care Center
50794,Growing Minds Academy
50795,Graham Bears Child Care Center
50796,Precious Lambs Pre-School
50797,God's Lil Angels Christian Academy
50798,God's Kingdom Academy
50799,Gifts From Above Child Care Center
50800,Future Leaders Early Learning Academy
50801,Ft Caroline Christian Pre-K
50802,Footprints In The Sand Cdc
50803,Flowers A Bloomin' Academy
50804,First Step Christian Lc
50805,First Baptist Junior Academy
50806,Faith Academy & Day Care
50807,Episc Children's Early Lc 7
50808,Episc Children's Early Lc
50809,Ecs Early Learning Center-South
50810,Early Learning Center-Arlington
50811,Dream Kids Pre-School & Arts Lc
50812,Daystar Day Care & Learning Academy
50813,Creative Minds Academy-Deerwood
50814,Chosen Ones Learning Center
50815,Children's Gifting Circle Cdc
50816,Chappell Child Care Center-Fscj South Campus
50817,Calvary Christian Jr Academy
50818,Bright Future Learning Center
50819,Braxton's Tutor Time Academy
50820,Bibleway Child Care Center
50821,Believers & Achievers Learning Center
50822,Audrey's Angels Child Care Center
50823,Atcom Child Care Learning Center
50824,As We Grow Pre-School & Elc
50825,Arlington Country Day Ecc
50826,Arlington Christian Academy
50827,Footprints In The Sand Cdc
50828,Flowers A Bloomin' Academy
50829,First Step Christian Lc
50830,First Baptist Junior Academy
50831,Faith Academy & Day Care
50832,Episc Children's Early Lc 7
50833,Episc Children's Early Lc
50834,Ecs Early Learning Center-South
50835,Early Learning Center-Arlington
50836,Dream Kids Pre-School & Arts Lc
50837,Daystar Day Care & Learning Academy
50838,Creative Minds Academy-Deerwood
50839,Chosen Ones Learning Center
50840,Children's Gifting Circle Cdc
50841,Chappell Child Care Center-Fscj South Campus
50842,Calvary Christian Jr Academy
50843,Bright Future Learning Center
50844,Braxton's Tutor Time Academy
50845,Bibleway Child Care Center
50846,Believers & Achievers Learning Center
50847,Audrey's Angels Child Care Center
50848,Atcom Child Care Learning Center
50849,As We Grow Pre-School & Elc
50850,Arlington Country Day Ecc
50851,Arlington Christian Academy
50852,Angels Child Care Center
50853,All Kidz Learning Center
50854,All About Kids Vpk Academy
50855,All About God's Children Academy
50856,Academy Of Success Lrnng Center
50857,Ac Center Day Care
50858,A R T Learning Center
50859,A Magical Beginning Lc
50860,A Future 4 Kidz Day Care
50861,A Bright Beginning Child Care Center
50862,A Bright Beginning Child Care Center
50863,Developing Young Minds
50864,Atcom Christian School
50865,First Baptist Academy Of Jacksonville
50866,Great Strides Rehabilitation
50867,Lighthouse Christian School - Northside
50868,Oasis Christian Academy
50869,Primrose School At St Johns Forest
50870,The Keystone Academy
50871,Wisdom Learning Academy
50872,Florida High School For Accelerated Learning
50873,Florida Virtual Academy At Pasco
50874,"Academy of Scholars, Inc."
50875,The Bolles School Middle School Bartram Campus
50876,"Impact Christian Academy, Inc."
50877,Angels Child Care Center
50878,All Kidz Learning Center
50879,All About Kids Vpk Academy
50880,All About God's Children Academy
50881,Academy Of Success Lrnng Center
50882,Ac Center Day Care
50883,A R T Learning Center
50884,A Magical Beginning Lc
50885,A Future 4 Kidz Day Care
50886,A Bright Beginning Child Care Center
50887,A Bright Beginning Child Care Center
50888,Developing Young Minds
50889,Atcom Christian School
50890,First Baptist Academy Of Jacksonville
50891,Great Strides Rehabilitation
50892,Lighthouse Christian School - Northside
50893,Oasis Christian Academy
50894,Primrose School At St Johns Forest
50895,The Keystone Academy
50896,Wisdom Learning Academy
50897,Florida High School For Accelerated Learning
50898,Florida Virtual Academy At Pasco
50899,"Academy of Scholars, Inc."
50900,The Bolles School Middle School Bartram Campus
50901,"Impact Christian Academy, Inc."
